,feature,target
1044,The major advantage of hydroelectricity is elimination of the cost of fuel This house would build hydroelectric dams,1
1045,there are several key advantages that the BCS has over a playoff system This house would implement playoffs in collegiate level American football,0
1046,heavy exposure to media violence can lead to more aggressive behavior This house believes that the sale of violent video games to minors should be banned,1
1047,Holocaust denial can inspire violence against Jews This house believes that Holocaust denial should be a criminal offence,1
1048,wind power can improve energy security This house believes that wind power should be a primary focus of future energy supply,1
1049,Diversity is intrinsically valuable to the dominant culture This house would embrace multiculturalism,1
1050,"The practice is viewed as a form of age discrimination, or ageism This house would institute a mandatory retirement age",0
1051,software produced in this fashion may lack standardization and be incompatible with various computer applications This house believes governments should choose open source software in order to encourage its use,0
1052,there is no such thing as unlimited freedom This house believes that it is sometimes right for the government to restrict freedom of speech,1
1053,Active government policy can be effective in managing the economy This house would unleash the free market,0
1054,The personal right to bear arms is thought to be a paramount right by which other rights could be protected This house would limit the right to bear arms,0
1055,God exists and this can be proven This house believes atheism is the only way,0
1056,"affirmative action devalues the accomplishments of all those who belong to groups it is intended to help, therefore making affirmative action counterproductive This house believes in the use of affirmative action",0
1057,limiting access to guns by law-abiding people makes them more vulnerable to armed criminals This house would limit the right to bear arms,0
1058,Many former athletes suffer from health problems related to steroid consumption This house would permit the use of performance enhancing drugs in professional sports,0
1059,"the state often serves dominant business interests, distorting the market to their favor and thus leading to inefficient outcomes This house would unleash the free market",1
1060,The right of governments to forbid the publication of properly categorized state secrets is recognised This house believes that the leaking of military documents by Anat Kamm was justified,0
1061,"laws which make it easier for law-abiding citizens to get a permit to carry a gun in public places, cause reductions in crime This house would limit the right to bear arms",0
1062,"less intrusive options, including those that emphasized delay and spacing of births, could have achieved the same results over an extended period of time This house supports the one-child policy of the republic of China",0
1063,hydro plants can help allow for intermittency of other plants This house would build hydroelectric dams,1
1064,the freedom of expression does not justify in any way whatsoever the defamation of religions This house would criminalize blasphemy,1
1065,it is very difficult (or even impossible) for democracy to be implemented immediately in a country that has no prior experience with it This house would promote democratization,0
1066,Children are not capable of resisting or understanding marketing tactics This house believes that advertising is harmful,1
1067,biodiversity is inherently valuable This house believes that endangered species should be protected,1
1068,Affirmative action policies increase animosity toward preferred groups This house believes in the use of affirmative action,0
1069,Austerity programs tend to have an adverse impact on the poorest segments of the population This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,1
1070,interference by the state over the centuries in property ownership has had dire consequences for justice as well as for economic productivity This house would abolish intellectual property rights,1
1071,Investing in renewable energy can have significant dividends for our energy security This house would build hydroelectric dams,1
1072,The limited trickle of items into Gaza force the counter-productive reliance on tunnels for daily essentials This house believes that Israel should lift the blockade of Gaza,1
1073,The year round schedule provides more opportunities for family vacations This house would introduce year round schooling,1
1074,centralized operations of economic activity is always accompanied by political repression This house would unleash the free market,1
1075,Atheism is life-affirming in a way that religion can never be This house believes atheism is the only way,1
1076,The social pressure exerted by the one-child policy has affected the rate at which parents abandon undesirable children This house supports the one-child policy of the republic of China,0
1077,"Large reservoirs required for the operation of hydroelectric power stations result in submersion of extensive areas upstream of the dams, destroying biologically rich and productive lowland This house would build hydroelectric dams",0
1078,Advertising occupies public space and more and more invades the private sphere of people This house believes that advertising is harmful,1
1079,monopolies have historically developed only because of government intervention rather than due to a lack of intervention This house would unleash the free market,1
1080,the dramatic decrease in Chinese fertility started before the program began in 1979 for unrelated factors This house supports the one-child policy of the republic of China,0
1081,Financial liberalization and privatization coincide with democratization This house would unleash the free market,1
1082,democracy cannot be imposed from the outside This house would promote democratization,0
1083,Violent video games are influencing children's view about violence This house believes that the sale of violent video games to minors should be banned,1
1084,wind power is dependent on weather systems This house believes that wind power should be a primary focus of future energy supply,0
1085,Guns' only reason to exist is to harm others This house would limit the right to bear arms,1
1086,The environmental benefits of renewable energy technologies are widely recognised This house would build hydroelectric dams,1
1087,Unity is seen as an essential feature of the nation and the nation-state This house would embrace multiculturalism,0
1088,"High-rise buildings also cast shadows over public spaces, reducing their amenity value This house would build high rises for housing",0
1089,we have a responsibility to act as custodians for nature This house believes that endangered species should be protected,1
1090,The male condom provides excellent protection against sexually transmitted infections This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception,0
1091,many people would lie in order to keep themselves out of trouble while receiving amnesty for their crimes This house supports the use of truth and reconciliation commissions,0
1092,The Hamas terror organization is the one who started the war This house believes that Israel's 2008-2009 military operations against Gaza were justified,1
1093,The use of force is the last thing Burma needs right now This house would re-engage with Myanmar,1
1094,"In all circumstances, it should be the woman's decision whether or not to terminate a pregnancy This house would ban partial birth abortions",0
1095,a lower rate of redistribution in a given society increases the inequality found among future incomes This house would subsidize poor communities,1
1096,making civilian ownership of firearms illegal would increase the crime rate This house would limit the right to bear arms,0
1097,Free trade is colonialism or imperialism in disguise This house would unleash the free market,0
1098,The overall idea of affirmitive action is to give children from less fortunate backgrounds more of a chance This house believes in the use of affirmative action,1
1099,Diversity makes available more ways of solving problems and responding to catastrophes This house would embrace multiculturalism,1
1100,Tobacco-related diseases are some of the biggest killers in the world today This house believes that states should not subsidize the growing of tobacco,1
1101,Reducing earmarks does not reduce government spending This house would abolish congressional earmarks,0
1102,Welfare makes an incentive to not find work This house would subsidize poor communities,0
1103,marketing promotes consumerism and waste This house believes that advertising is harmful,1
1104,there is no moral impediment to gambling This house would ban gambling,0
1105,Production of wind power does not release any pollutants This house believes that wind power should be a primary focus of future energy supply,1
1106,dams are not likely to generate a large financial rate of return This house would build hydroelectric dams,0
1107,"as a standard embryo does have a highly valuable future, killing it is seriously wrong This house would ban partial birth abortions",1
1108,"Governments borrowed too much, now they're paying the price, and fiscal austerity is the only answer This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support",0
1109,"The American Jobs Act gives more tax breaks, thus contributing more to the federal deficit This house would pass the American Jobs Act",0
1110,Winners sometimes feel anomie from the dramatic change of lifestyles This house would ban gambling,1
1111,affirmative action devalues the accomplishments of people who are chosen based on the social group to which they belong rather than their qualifications This house believes in the use of affirmative action,0
1112,Multiculturalism is divisive This house would embrace multiculturalism,0
1113,"the participants of the BCS National Championship game are decided based upon coaches' and media polls rather than via previous, on-field competition This house would implement playoffs in collegiate level American football",1
1114,the draft is fundamentally unfair This house would reintroduce national service,0
1115,the psychological effect of the rocket strikes paralyzed life across Israel's south This house believes that Israel's 2008-2009 military operations against Gaza were justified,1
1116,Adolescents who begin having sexual intercourse need to understand the importance of using an effective contraceptive every time they have sex This house would only teach abstinence for sex education in schools,0
1117,democracies would be inherently unstable and chaotic in their policies due to the changing whims of the people This house would promote democratization,0
1118,"when a nation is at war, many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be endured so long as men fight This house believes that it is sometimes right for the government to restrict freedom of speech",1
1119,Israel was widely criticised by human rights groups for using heavy firepower and causing hundreds of civilian casualties This house believes that Israel's 2008-2009 military operations against Gaza were justified,0
1120,There is no reason to conclude that natural family planning is appropriate but that 'artificial' means are not This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception,0
1121,studies of abstinence programs have not produced sufficient evidence to justify their widespread dissemination This house would only teach abstinence for sex education in schools,0
1122,advertising frequently uses psychological pressure This house believes that advertising is harmful,1
1123,consumers prefer lower density neighborhoods This house would build high rises for housing,0
1124,A hydroelectric plant's production may be affected by requirements to keep the water level from getting to high or low This house would build hydroelectric dams,0
1125,some regulation is required to make markets work This house would unleash the free market,0
1126,China's birth control policy is thought to have been a significant contribution to the gender imbalance in mainland China This house supports the one-child policy of the republic of China,0
1127,The major advantage of hydroelectric systems is the elimination of the cost of fuel This house would build hydroelectric dams,1
1128,Wind turbines do not consume fuel or produce pollution during normal operation This house believes that wind power should be a primary focus of future energy supply,1
1129,deteriorating economic conditions could result in a derailment of the peace process This house believes that Israel should lift the blockade of Gaza,1
1130,Patents are criticised as inonsistent with free trade This house would abolish intellectual property rights,1
1131,subsidies may distort the market This house would subsidize poor communities,0
1132,Biodiversity is known to have an important role in reducing disaster risk This house believes that endangered species should be protected,1
1133,government intervention is the cause of economic crises This house would unleash the free market,1
1134,A larger population means more production This house supports the one-child policy of the republic of China,0
1135,access to information is a basic human right This house believes that the leaking of military documents by Anat Kamm was justified,1
1136,having children is frequently viewed as a measure of success This house would never have children,0
1137,markets have inefficient and democratically-unwanted outcomes This house would unleash the free market,0
1138,"Affirmative action encourages groups to identify themselves as disadvantaged, even if they are not This house believes in the use of affirmative action",0
1139,refugees (legally defined to be people who are persecuted in their original country and then enter another country seeking safety) should be exempted from immigration laws This house believes that the right to asylum should not be absolute,0
1140,religion is socially dangerous This house believes atheism is the only way,1
1141,"Freedom of expression should permit people to express whatever opinions they have, even if they are offensive This house would criminalize blasphemy",0
1142,Gaza cannot and must not be allowed to remain a prison camp This house believes that Israel should lift the blockade of Gaza,1
1143,democracy can help to build trust and settle old disputes with dignity This house would promote democratization,1
1144,a nuclear nation might be hijacked by a despot or other person or persons who might use nuclear weapons without sane regard for the consequences This house believes all nations have a right to nuclear weapons,0
1145,Denial is among the surest indicators of further genocidal massacres This house believes that Holocaust denial should be a criminal offence,1
1146,teen advertising negatively impacts teenagers’ self-esteem This house believes that advertising is harmful,1
1147,oil sands industry has been identified as the largest contributor to greenhouse gas emissions growth in Canada This house would build the Keystone XL pipeline,0
1148,prohibition of forcible return is part of customary international law This house believes that the right to asylum should not be absolute,0
1149,The right to free speech conflicts with other rights This house believes that it is sometimes right for the government to restrict freedom of speech,1
1150,building this pipeline has the potential to undermine America's clean energy future and international leadership on climate change This house would build the Keystone XL pipeline,0
1151,A community of separate cultures is divisive This house would embrace multiculturalism,0
1152,Hydro is a flexible source of electricity This house would build hydroelectric dams,1
1153,integrating wind energy into the utility grid can be problematic This house believes that wind power should be a primary focus of future energy supply,0
1154,there is a moral imperative not to procreate This house would never have children,1
1155,Biodiversity provides critical support for drug discovery and the availability of medicinal resources This house believes that endangered species should be protected,1
1156,authority over the economy leads to totalitarianism This house would unleash the free market,1
1157,corruption still is rife in spite of democratically elected governments This house would promote democratization,0
1158,it is neither necessary nor desirable to create an offence of religious insult This house would criminalize blasphemy,0
1159,"objective moral truths and the binding nature of obligations suggests a high power to enforce them, regarded as God This house believes atheism is the only way",0
1160,God and evil are logically incompatible This house believes atheism is the only way,1
1161,The rocket attacks have caused widespread fear and hardship in Israeli border towns This house believes that Israel's 2008-2009 military operations against Gaza were justified,1
1162,"hydro harnesses the natural energy of water and gravity, eliminating the need to burn coal or natural gas This house would build hydroelectric dams",1
1163,unions promote deadweight loss This house would abolish all collective bargaining rights claimed by trades unions,1
1164,imperfect markets are often better than imperfect governmental alternatives This house would unleash the free market,1
1165,IP can be a disincentive to innovation This house would abolish intellectual property rights,1
1166,all licit sexual acts must be open to procreation This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception,1
1167,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare This house believes that Israel's 2008-2009 military operations against Gaza were justified",1
1168,Condoms can save life This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception,0
1169,genocide and politicide are rare in democracies This house would promote democratization,1
1170,Planning policies which increase population densities in urban areas do tend to reduce car use This house would build high rises for housing,1
1171,Open source software will often be less usable This house believes governments should choose open source software in order to encourage its use,0
1172,all abstinence programs are ineffective This house would only teach abstinence for sex education in schools,0
1173,Immigrants are considered hostile or alien to the natural culture This house believes that the right to asylum should not be absolute,1
1174,Term limits don't distinguish between good and bad legislators This house would enforce term limits on the legislative branch of government,0
1175,directing money to particular purposes is a core constitutional function of Congress This house would abolish congressional earmarks,0
1176,democracy can be a path to lasting justice This house would promote democratization,1
1177,Right-to-carry laws serve as a deterrent against crime This house would limit the right to bear arms,0
1178,"As a result of the one child policy, China successfully achieved its goal of a more stable and much-reduced fertility rate This house supports the one-child policy of the republic of China",1
1179,repression and intolerance against immigrants will not solve the problems caused by the economic crisis This house believes that the right to asylum should not be absolute,0
1180,the current compulsory schooling system violates a basic fundamental right of humans: the right to decide what enters our minds This house supports raising the school leaving age to 18,0
1181,"Liberty is possible only with social justice and an equitable distribution of wealth and power, which in turn require a degree of active government intervention This house would unleash the free market",0
1182,the blockade is necessary to prevent weapons from reaching Gaza This house believes that Israel should lift the blockade of Gaza,0
1183,Humanitarian goods and people must flow in both directions This house believes that Israel should lift the blockade of Gaza,1
1184,there is a threat of significant reduction or loss of biological diversity This house believes that endangered species should be protected,1
1185,the bribery of government officials impedes the democratic process This house believes that bribery is sometimes acceptable,0
1186,easier access to guns lead to more violence This house would limit the right to bear arms,1
1187,Programs that stress abstinence as the only acceptable behavior for unmarried teens delay the initiation of sex This house would only teach abstinence for sex education in schools,1
1188,Gambling provides jobs This house would ban gambling,0
1189,"like humanity, the living environment as a whole has the same right to live and flourish This house believes that endangered species should be protected",1
1190,"Without restrictions, total freedom of speech would allow freedom to slander This house believes that it is sometimes right for the government to restrict freedom of speech",1
1191,threats to our old energy systems provide a rationale for investing in renewable energy This house would build hydroelectric dams,1
1192,laissez-faire capitalism creates social evils that harm its citizens This house would unleash the free market,0
1193,democracy leads to chaos This house would promote democratization,0
1194,potential hydroelectric sites are becoming scarce This house would build hydroelectric dams,0
1195,valuable farmland go to waste for the use of a recreational drug instead of being used to plant food crops This house believes that states should not subsidize the growing of tobacco,1
1196,it is economically beneficial for a state to allow and support gambling institutions This house would ban gambling,0
1197,the policy has created abuse for women in China This house supports the one-child policy of the republic of China,0
1198,The idea of God is the most decisive negation of human liberty This house believes atheism is the only way,1
1199,Protective headgear does not prevent brain damage This house would ban boxing,1
1200,Nuclear disarmament would undermine deterrence This house believes all nations have a right to nuclear weapons,1
1201,"media cannot cause violence because humans have the ability to recognize what is wrong, and what is right This house believes that the sale of violent video games to minors should be banned",0
1202,any social system that allocates resources based on chance is one that is corrupt This house would ban gambling,1
1203,it was Israeli government policy to deliberately target citizens This house believes that Israel's 2008-2009 military operations against Gaza were justified,0
1204,reliance on divine authority lends itself to authoritarianism and dogmatism This house believes atheism is the only way,1
1205,"advertising can ""impose a sense of inadequacy on young women's self-concepts This house believes that advertising is harmful",1
1206,Israel has the right to take military action against attacks on locations where its civilians live This house believes that Israel's 2008-2009 military operations against Gaza were justified,1
1207,"With free software, businesses can fit software to their specific needs by changing the software This house believes governments should choose open source software in order to encourage its use",1
1208,the draft was simply anachronistic This house would reintroduce national service,0
1209,The danger of voter fraud threatens the integrity of the entire electoral process This house believes that democratic governments should require voters to present photo identification at the polling station,1
1210,The lack of mandatory limits to tenure is regarded as a dangerous defect This house would enforce term limits on the legislative branch of government,1
1211,Press freedom is the right of the people This house believes that it is sometimes right for the government to restrict freedom of speech,0
1212,"in an environment of laissez-faire, a spontaneous order of cooperation in exchanging goods and services emerges that satisfies human wants This house would unleash the free market",1
1213,"everything in the Universe has a purpose, which must have been caused by God This house believes atheism is the only way",0
1214,"affirmative action is racial division, not racial reconciliation This house believes in the use of affirmative action",0
1215,Tobacco use is described as the single most important preventable risk to human health This house believes that states should not subsidize the growing of tobacco,1
1216,a free market environment) would not be able to adjust effectively to excess supply and demand This house would unleash the free market,0
1217,Not all depictions of violence are bad to witness This house believes that the sale of violent video games to minors should be banned,0
1218,"the Church's ban on condoms has ""caused the death of millions This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception",0
1219,There are harmful long-term effects of many doping agents This house would permit the use of performance enhancing drugs in professional sports,0
1220,the Second Amendment guarantees an individual's right to own a firearm This house would limit the right to bear arms,0
1221,Subsidies may distort production incentives This house would subsidize poor communities,0
1222,Advertising increasingly invades public spaces This house believes that advertising is harmful,1
1223,Wind power is a proven and reliable technology This house believes that wind power should be a primary focus of future energy supply,1
1224,Months or years of service amongst the most fit and capable subtracts from the productivity of the economy This house would reintroduce national service,0
1225,The offence of blasphemous libel is believed by some to be contrary to the freedom of speech This house would criminalize blasphemy,0
1226,abstinence-only sex education leads to the opposite of the intended results by spreading ignorance regarding sexually transmitted diseases and the proper use of contraceptives This house would only teach abstinence for sex education in schools,0
1227,former athletes bear the physical and mental scars of years of drug abuse This house would permit the use of performance enhancing drugs in professional sports,0
1228,the model of ideal education is that which occurs when people go on their own initiative to discover things This house would make physical education compulsory,0
1229,High-rise blocks became notorious for crime and poverty This house would build high rises for housing,0
1230,greenhouse gas emissions from the reservoir may be higher than those of a conventional oil-fired thermal generation plant This house would build hydroelectric dams,0
1231,Hydroelectricity eliminates the flue gas emissions from fossil fuel combustion This house would build hydroelectric dams,1
1232,"Wind power is ""highly non-dispatchable This house believes that wind power should be a primary focus of future energy supply",0
1233,corruption inflates the cost of business This house believes that bribery is sometimes acceptable,0
1234,Safety nets enable households to make productive investments in their future that they may otherwise miss This house would subsidize poor communities,1
1235,Americans have an individual right described in the Second Amendment to possess firearms This house would limit the right to bear arms,0
1236,To violate intellectual property is no different morally than violating other property rights This house would abolish intellectual property rights,0
1237,the government wants to engage again in constructive dialogue This house would re-engage with Myanmar,1
1238,unionized workers raise their own wages above their natural rate at the expense of their businesses or other workers This house would abolish all collective bargaining rights claimed by trades unions,1
1239,Merit should be a primary consideration during evaluation This house believes in the use of affirmative action,0
1240,Internet gambling has become one of the most popular and lucrative business present on the Internet This house would ban gambling,0
1241,Markets are regulated to some extent by government in order to correct market failures or to promote social welfare This house would unleash the free market,0
1242,If schools are open for longer the operating and maintenance costs may increase This house would introduce year round schooling,0
1243,Monarchy is viewed as outdated and irrelevant This house would abolish the monarchy,1
1244,welfare not only increases poverty but also increases other problems This house would subsidize poor communities,0
1245,economic growth requires population growth This house would never have children,0
1246,Presenting photographic IDs is a minor inconvenience when weighed against the possibility of ineligible voters affecting elections This house believes that democratic governments should require voters to present photo identification at the polling station,1
1247,more and more people around the world move into multi-story apartment blocks This house would build high rises for housing,1
1248,Multiculturalism can become a polite and euphemistic way of affirming and persisting unequal power relationships This house would embrace multiculturalism,0
1249,there is a constitutional right to make one's speech as effective as possible This house would prohibit burning the stars and stripes,0
1250,policy makers consistently underestimated the disastrous effects of rigid spending cuts on economic growth This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,1
1251,Gun laws generally have no significant effect on violent crime rates or suicide rates This house would limit the right to bear arms,0
1252,democracy is ineffective in preventing war This house would promote democratization,0
1253,"basic facts, such as humanity's existence, are best explained by the existence of God This house believes atheism is the only way",0
1254,Censorship is occasionally carried out to aid authorities or to protect an individual This house believes that it is sometimes right for the government to restrict freedom of speech,1
1255,Israel's blockade violates the Geneva Conventions This house believes that Israel should lift the blockade of Gaza,1
1256,The blockade is a crime This house believes that Israel should lift the blockade of Gaza,1
1257,a larger middle class benefits an economy by enabling more people to be consumers This house would subsidize poor communities,1
1258,an unchanging God cannot be the source of an ever changing world This house believes atheism is the only way,1
1259,modern developments in information technology open up the possibility of a planning system that could outperform the market in terms of efficiency This house would unleash the free market,0
1260,Immigrants are contributing to the congestion in the cities and to the rise in crime This house believes that the right to asylum should not be absolute,1
1261,Restorative justice provides help for the offender in order to avoid future offences This house supports the use of truth and reconciliation commissions,1
1262,"When resources are put into tobacco production, they are taken away from food production This house believes that states should not subsidize the growing of tobacco",1
1263,"The new establishment of democratic institutions in countries where the associated practices have as yet been uncommon or deemed culturally unacceptable, can result in institutions, that are not sustainable in the long term This house would promote democratization",0
1264,"The naval blockade was imposed on the Gaza Strip lawfully, with Israel complying with the conditions for imposing it This house believes that Israel should lift the blockade of Gaza",0
1265,The individual freedom of expression is essential to the well-being of society This house believes that the leaking of military documents by Anat Kamm was justified,1
1266,More biologically diverse communities appear to be more productive This house believes that endangered species should be protected,1
1267,Intellectual property laws encourage fair trading which would contribute to economic and social development This house would abolish intellectual property rights,0
1268,God must exist to give force to moral obligations This house believes atheism is the only way,0
1269,"free markets are ""simply more productive This house would unleash the free market",1
1270,the pursuit of doping athletes has turned into a modern day witch-hunt This house would permit the use of performance enhancing drugs in professional sports,1
1271,The open source software allows anyone to make changes that will improve it This house believes governments should choose open source software in order to encourage its use,1
1272,it is a slippery slope to imprison someone due to the lack of factual accuracy or unpopularity of their opinions This house believes that Holocaust denial should be a criminal offence,0
1273,Renewable energy is sustainable in its production This house believes that wind power should be a primary focus of future energy supply,1
1274,"some service is better than none at all, bringing citizens in contact with their military This house would reintroduce national service",1
1275,Affirmative action policies reduce the incentives of both the preferred and non-preferred to perform at their best This house believes in the use of affirmative action,0
1276,a central planning authority would have to be endowed with powers that would impact and ultimately control social life This house would unleash the free market,1
1277,Free market can be inefficient This house would unleash the free market,0
1278,Photo identification would decrease voting This house believes that democratic governments should require voters to present photo identification at the polling station,0
1279,The production of zero carbon electricity at the wind farm is expected to reduce emissions of carbon dioxide This house believes that wind power should be a primary focus of future energy supply,1
1280,Democracy is reckless and arbitrary This house would promote democratization,0
1281,A large percent of the profits from tobacco production go to large tobacco companies rather than local tobacco farmers This house believes that states should not subsidize the growing of tobacco,1
1282,Multiculturalism threatens social cohesion This house would embrace multiculturalism,0
1283,The Gaza blockade is illegal This house believes that Israel should lift the blockade of Gaza,1
1284,democracy aims at reducing political uncertainty and instability This house would promote democratization,1
1285,"Sex-abstinence programs do not stop risky sexual behavior, or help in the prevention of unwanted pregnancy This house would only teach abstinence for sex education in schools",0
1286,Toxic compounds in tobacco constitute serious health hazards This house believes that states should not subsidize the growing of tobacco,1
1287,Transitional justice is linked to security and development This house supports the use of truth and reconciliation commissions,1
1288,Dams are tempting industrial targets for wartime attack This house would build hydroelectric dams,0
1289,"atheism was responsible for ""some 20th century atrocities This house believes atheism is the only way",0
1290,Cultural diversity is the common heritage of humanity This house would embrace multiculturalism,1
1291,Tower Blocks grew a reputation for being undesirable low cost housing This house would build high rises for housing,0
1292,Care work is acknowledged as central to economic development and human well-being This house believes that housewives should be paid for their work,1
1293,Refugee populations consist of people who are terrified and are away from familiar surroundings This house believes that the right to asylum should not be absolute,0
1294,Markets would lead to equality This house would unleash the free market,1
1295,wars between democracies are less likely This house would promote democratization,1
1296,"Often, the BCS system leads to controversies This house would implement playoffs in collegiate level American football",1
1297,there are no good reasons and no credible grounds for believing that gods exist This house believes atheism is the only way,1
1298,Having more nuclear nuclear-weapon states will reduce security for all This house believes all nations have a right to nuclear weapons,0
1299,there is a fundamental right to privacy encompassing the decision about abortion This house would ban partial birth abortions,0
1300,only children are spoiled This house supports the one-child policy of the republic of China,0
1301,"theist religions and their holy books are not divinely inspired, but instead are fabrications of non-divine human individuals This house believes atheism is the only way",1
1302,Monarchical prerogative powers can be used to circumvent normal democratic process with no accountability This house would abolish the monarchy,1
1303,Expectations of when a monetary transaction is appropriate can differ from place to place This house believes that bribery is sometimes acceptable,1
1304,Some parents may over-indulge their only child This house supports the one-child policy of the republic of China,0
1305,Wind power emits no air pollution This house believes that wind power should be a primary focus of future energy supply,1
1306,professional armed forces can be more expensive than a draft-based military This house would reintroduce national service,1
1307,whether or not to continue with a pregnancy is an inviolable personal choice This house would ban partial birth abortions,0
1308,Freedom of speech and of the press lay at the foundation of all democratic organisations This house believes that it is sometimes right for the government to restrict freedom of speech,0
1309,violent video games may increase mild forms of aggressive behavior in children and young adults This house believes that the sale of violent video games to minors should be banned,1
1310,Equality of opportunity is an ideal that cannot and should not be realized through the actions of the government This house believes in the use of affirmative action,0
1311,avoidance from conceiving a child when there are prerequisites for raising it is comparable to causing the death of one This house would never have children,0
1312,Both private and public schools are improving through the use of vouchers This house would fund education using a voucher scheme,1
1313,"something caused the Universe to exist, and this First Cause must be God This house believes atheism is the only way",0
1314,"The ""hyper-commercialization of the culture is recognized and roundly detested by the citizenry This house believes that advertising is harmful",1
1315,Programs that do not take the interests of women into account are unlikely to succeed This house supports the one-child policy of the republic of China,0
1316,"A dependency on the future versions and upgrades for a proprietary software package can create vendor lock-in, entrenching a monopoly position This house believes governments should choose open source software in order to encourage its use",1
1317,Unfettered markets undermine the social order This house would unleash the free market,0
1318,Patents divert resources from research and development to patent filing and lawsuits This house would abolish intellectual property rights,1
1319,Cigarette smoking produces substantial health-related economic costs to society This house believes that states should not subsidize the growing of tobacco,1
1320,the designer hypothesis immediately raises the larger problem of who designed the designer This house believes atheism is the only way,1
1321,political and civil liberties have simultaneously expanded with market-based economies This house would unleash the free market,1
1322,the standard of human life will worsen if resources are consumed by a growing population This house would never have children,1
1323,free markets can solve the economy's problems automatically This house would unleash the free market,1
1324,"The freer the market, the more prices will reflect consumer habits and demands This house would unleash the free market",1
1325,there is insufficient reason to believe that any gods exist This house believes atheism is the only way,1
1326,The cultivation of tobacco can be economically detrimental to developing countries This house believes that states should not subsidize the growing of tobacco,1
1327,Violent video games increase the violent tendencies among youth This house believes that the sale of violent video games to minors should be banned,1
1328,gun control laws are ineffective in reducing gun-related accidents and crime This house would limit the right to bear arms,0
1329,Money from gambling goes directly towards stimulating the economy This house would ban gambling,0
1330,Israel's blockade of the Gaza Strip was determined to be legal This house believes that Israel should lift the blockade of Gaza,0
1331,Voluntary human extinction will prevent human suffering and the extinction of other species This house would never have children,1
1332,"the nature of the flag entitles it to more protection under the law, rather than less This house would prohibit burning the stars and stripes",1
1333,the state can prohibit the burning of any item in public This house would prohibit burning the stars and stripes,1
1334,induced abortion is the deliberate and unjust killing of the embryo in violation of its right to life This house would ban partial birth abortions,1
1335,the power output from wind varies This house believes that wind power should be a primary focus of future energy supply,0
1336,"intellectual property rights may become so fragmented that, effectively, no one can take advantage of them This house would abolish intellectual property rights",1
1337,Dependence on government funding has had disastrous effects on the higher education sector in continental Europe This house would encourage the creation of private universities in the UK,1
1338,States possess an interest in preserving the flag as a unique symbol of national identity and principles This house would prohibit burning the stars and stripes,1
1339,Free software often has no warranty This house believes governments should choose open source software in order to encourage its use,0
1340,It is incorrect to force only one view This house believes that Holocaust denial should be a criminal offence,0
1341,Corruption undermines democracy and good governance This house believes that bribery is sometimes acceptable,0
1342,Attempts to create democracies by using external force often fail This house would promote democratization,0
1343,School choice programs would allow poor students to opt out of bad schools and acquire a better education This house would fund education using a voucher scheme,1
1344,commercial tobacco production is a vital part of the American and world economy This house believes that states should not subsidize the growing of tobacco,0
1345,a god created the Universe This house believes atheism is the only way,0
1346,A hydroelectric power source has no fuel and low escape risk This house would build hydroelectric dams,1
1347,Social welfare creates dependence to the state This house would subsidize poor communities,0
1348,"a republic is ""inevitable This house would abolish the monarchy",1
1349,Compulsive gambling is often very detrimental to personal relationships This house would ban gambling,1
1350,Unity without diversity results in cultural repression This house would embrace multiculturalism,1
1351,principles of individual liberty morally dictate support for free markets This house would unleash the free market,1
1352,The pipeline would present significant adverse effects to certain cultural resources This house would build the Keystone XL pipeline,0
1353,FOSS applications tend to be much lower in cost than their proprietary equivalents This house believes governments should choose open source software in order to encourage its use,1
1354,gambling increases aggregate demand for goods and services in the economy This house would ban gambling,0
